Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Profit Margin %,Is Profitable,Revenue Without Discount,Discount Given ($),Revenue Per Unit,Region Sales Contribution %,Category Sales Contribution %
327,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,2013,8,3,-23.33,No,484.83,193.93,96.97,29.55,36.4
328,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,2013,8,3,6.25,Yes,67.78,13.56,27.11,29.55,31.3
329,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016,2013,8,3,-32.86,No,1123.92,337.18,196.69,29.55,32.3
330,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831,2013,8,3,33.75,Yes,125.3,25.06,10.02,29.55,31.3
331,US-2013-141544,2013-08-31,2013-09-02,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936,2013,8,3,-73.33,No,125.88,88.12,6.29,29.55,31.3
332,US-2013-150147,2013-04-26,2013-04-30,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,2013,4,2,-25.0,No,138.0,55.2,41.4,29.55,36.4
333,US-2013-150147,2013-04-26,2013-04-30,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816,2013,4,2,-66.67,No,69.08,48.36,10.36,29.55,31.3
334,US-2013-150147,2013-04-26,2013-04-30,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,2013,4,2,-70.0,No,16.32,11.42,1.63,29.55,31.3
335,CA-2012-137946,2012-09-01,2012-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,2012,9,3,33.75,Yes,5.94,1.19,4.75,31.58,31.3
336,CA-2012-137946,2012-09-01,2012-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,2012,9,3,35.0,Yes,1199.98,240.0,479.99,31.58,36.4
337,CA-2012-137946,2012-09-01,2012-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49,2012,9,3,31.25,Yes,17.96,3.59,3.59,31.58,31.3
338,CA-2011-129924,2011-07-12,2011-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2011,7,3,36.25,Yes,9.64,1.93,3.86,31.58,31.3
339,CA-2011-129924,2011-07-12,2011-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588,2011,7,3,-2.5,No,872.94,174.59,232.78,31.58,32.3
340,CA-2012-128167,2012-06-22,2012-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312,2012,6,2,47.0,Yes,4.96,0.0,1.24,31.58,31.3
341,CA-2011-122336,2011-04-13,2011-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,2011,4,2,6.25,Yes,22.32,4.46,4.46,29.55,31.3
342,CA-2011-122336,2011-04-13,2011-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976,2011,4,2,-80.0,No,1699.9,1189.93,51.0,29.55,31.3
343,CA-2011-122336,2011-04-13,2011-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724,2011,4,2,32.5,Yes,38.74,7.75,2.38,29.55,31.3
344,CA-2011-122336,2011-04-13,2011-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916,2011,4,2,11.67,Yes,119.88,47.95,5.99,29.55,36.4
345,US-2012-120712,2012-12-20,2012-12-24,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,2012,12,4,-2.5,No,111.0,22.2,22.2,21.82,31.3
346,CA-2014-169901,2014-06-16,2014-06-20,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,2014,6,2,10.0,Yes,59.97,11.99,15.99,31.58,36.4
347,CA-2014-134306,2014-07-09,2014-07-13,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0.0,3.0996,2014,7,3,41.0,Yes,7.56,0.0,2.52,29.55,31.3
348,CA-2014-134306,2014-07-09,2014-07-13,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,Staples,24.56,2,0.0,11.5432,2014,7,3,47.0,Yes,24.56,0.0,12.28,29.55,31.3
349,CA-2014-134306,2014-07-09,2014-07-13,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0.0,4.1472,2014,7,3,32.0,Yes,12.96,0.0,6.48,29.55,31.3
350,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.3086,2013,9,3,34.0,Yes,6.79,0.0,6.79,29.55,36.4
351,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,2013,9,3,47.0,Yes,24.56,0.0,12.28,29.55,31.3
352,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,2013,9,3,35.0,Yes,3.81,0.76,3.05,29.55,31.3
353,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2013,9,3,47.0,Yes,49.12,0.0,12.28,29.55,31.3
354,CA-2013-129714,2013-09-02,2013-09-04,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,2013,9,3,32.5,Yes,5443.96,1088.79,1088.79,29.55,31.3
355,CA-2013-138520,2013-04-09,2013-04-14,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588,2013,4,2,-1.25,No,485.88,97.18,64.78,29.55,32.3
356,CA-2013-138520,2013-04-09,2013-04-14,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0.0,3.7996,2013,4,2,46.0,Yes,8.26,0.0,4.13,29.55,31.3
357,CA-2013-138520,2013-04-09,2013-04-14,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0.0,6.9864,2013,4,2,41.0,Yes,17.04,0.0,4.26,29.55,31.3
358,CA-2013-138520,2013-04-09,2013-04-14,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,0.0,15.824,2013,4,2,46.0,Yes,34.4,0.0,6.88,29.55,31.3
359,CA-2013-130001,2013-04-24,2013-04-29,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325,2013,4,2,31.25,Yes,45.3,9.06,7.25,17.05,31.3
360,CA-2014-155698,2014-03-09,2014-03-12,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0.0,168.4384,2014,3,1,26.0,Yes,647.84,0.0,80.98,17.05,31.3
361,CA-2014-155698,2014-03-09,2014-03-12,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,2014,3,1,48.0,Yes,20.7,0.0,10.35,17.05,31.3
362,CA-2014-144904,2014-09-26,2014-10-02,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,2014,9,3,48.0,Yes,20.7,0.0,10.35,29.55,31.3
363,CA-2014-144904,2014-09-26,2014-10-02,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704,2014,9,3,17.78,Yes,542.94,54.29,162.88,29.55,32.3
364,CA-2014-144904,2014-09-26,2014-10-02,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0.0,1.4456,2014,9,3,26.0,Yes,5.56,0.0,2.78,29.55,31.3
365,CA-2014-144904,2014-09-26,2014-10-02,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328,2014,9,3,44.0,Yes,47.12,0.0,5.89,29.55,32.3
366,CA-2011-123344,2011-09-24,2011-09-29,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2011,9,3,4.0,Yes,211.96,0.0,52.99,31.58,31.3
367,CA-2013-155516,2013-10-22,2013-10-22,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,4,0.0,10.44,2013,10,4,45.0,Yes,23.2,0.0,5.8,29.55,31.3
368,CA-2013-155516,2013-10-22,2013-10-22,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,Staples,7.36,2,0.0,0.1472,2013,10,4,2.0,Yes,7.36,0.0,3.68,29.55,31.3
369,CA-2013-155516,2013-10-22,2013-10-22,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,29.3412,2013,10,4,28.0,Yes,104.79,0.0,14.97,29.55,31.3
370,CA-2013-155516,2013-10-22,2013-10-22,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.4192,2013,10,4,26.0,Yes,1043.92,0.0,260.98,29.55,32.3
371,CA-2014-104745,2014-05-30,2014-06-05,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396,2014,5,2,36.25,Yes,32.4,6.48,5.18,21.82,31.3
372,CA-2014-104745,2014-05-30,2014-06-05,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746,2014,5,2,8.75,Yes,66.78,13.36,17.81,21.82,31.3
373,US-2011-119137,2011-07-23,2011-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.712,2011,7,3,-70.0,No,27.2,19.04,1.63,31.58,31.3
374,US-2011-119137,2011-07-23,2011-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888,2011,7,3,17.5,Yes,1279.92,255.98,127.99,31.58,36.4
375,US-2011-119137,2011-07-23,2011-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,1,0.2,0.924,2011,7,3,10.0,Yes,11.55,2.31,9.24,31.58,31.3
376,US-2011-119137,2011-07-23,2011-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94,2011,7,3,-6.25,No,598.8,119.76,47.9,31.58,36.4
377,US-2013-134656,2013-09-29,2013-10-02,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,4,0.2,30.98,2013,9,3,31.25,Yes,123.92,24.78,24.78,21.82,31.3
378,US-2014-134481,2014-08-28,2014-09-02,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848,2014,8,3,-20.0,No,2126.32,637.9,212.63,29.55,32.3
379,CA-2012-130792,2012-04-28,2012-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.652,3,0.8,-20.3322,2012,4,2,-235.0,No,43.26,34.61,2.88,21.82,31.3
380,CA-2012-130792,2012-04-28,2012-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811,2012,4,2,11.25,Yes,29.79,5.96,7.94,21.82,31.3
381,CA-2012-130792,2012-04-28,2012-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728,2012,4,2,-155.0,No,60.88,48.7,3.04,21.82,31.3
382,CA-2013-134775,2013-10-29,2013-10-30,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0.0,25.48,2013,10,4,50.0,Yes,50.96,0.0,7.28,31.58,31.3
383,CA-2013-134775,2013-10-29,2013-10-30,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,2013,10,4,35.0,Yes,61.92,12.38,16.51,31.58,31.3
384,CA-2012-125395,2012-06-26,2012-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799,2012,6,2,21.0,Yes,41.9,0.0,20.95,21.82,36.4
385,US-2012-168935,2012-11-27,2012-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095,2012,11,4,-41.82,No,682.65,307.19,125.15,17.05,32.3
386,US-2012-168935,2012-11-27,2012-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.976,3,0.2,-1.0497,2012,11,4,-1.25,No,104.97,20.99,27.99,17.05,36.4
387,CA-2012-122756,2012-12-03,2012-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638,2012,12,4,-70.0,No,1607.8,1125.46,120.58,29.55,36.4
388,CA-2012-122756,2012-12-03,2012-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777,2012,12,4,26.25,Yes,3.7,0.74,2.96,29.55,32.3
389,CA-2011-115973,2011-11-24,2011-11-26,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,2011,11,4,16.25,Yes,3.28,0.66,2.62,29.55,31.3
390,CA-2014-101798,2014-12-12,2014-12-16,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884,2014,12,4,33.75,Yes,29.2,5.84,5.84,29.55,31.3
391,CA-2014-101798,2014-12-12,2014-12-16,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0.0,13.5932,2014,12,4,34.0,Yes,39.98,0.0,19.99,29.55,36.4
392,US-2011-135972,2011-09-21,2011-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182,2011,9,3,11.25,Yes,307.98,61.6,123.19,31.58,36.4
393,US-2011-135972,2011-09-21,2011-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.9883,2011,9,3,39.0,Yes,1799.97,0.0,599.99,31.58,36.4
394,US-2011-134971,2011-06-07,2011-06-10,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,2011,6,2,-165.0,No,62.31,49.85,4.15,21.82,31.3
395,CA-2014-102946,2014-07-01,2014-07-06,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,2014,7,3,33.75,Yes,94.74,18.95,25.26,31.58,31.3
396,CA-2014-165603,2014-10-18,2014-10-20,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0.0,9.4924,2014,10,4,19.0,Yes,49.96,0.0,24.98,29.55,31.3
397,CA-2014-165603,2014-10-18,2014-10-20,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,2,0.0,6.2208,2014,10,4,48.0,Yes,12.96,0.0,6.48,29.55,31.3
398,CA-2012-122259,2012-10-31,2012-11-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0.0,21.036,2012,10,4,30.0,Yes,70.12,0.0,17.53,21.82,31.3
399,CA-2013-108987,2013-09-09,2013-09-11,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952,2013,9,3,10.0,Yes,44.94,8.99,11.98,21.82,31.3
400,CA-2013-108987,2013-09-09,2013-09-11,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,2013,9,3,-13.24,No,3523.92,1127.65,599.07,21.82,32.3
401,CA-2013-108987,2013-09-09,2013-09-11,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784,2013,9,3,-25.0,No,163.92,32.78,32.78,21.82,31.3
402,CA-2013-108987,2013-09-09,2013-09-11,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198,2013,9,3,1.25,Yes,71.98,14.4,28.79,21.82,36.4
403,CA-2011-113166,2011-12-24,2011-12-26,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684,2011,12,4,36.25,Yes,11.96,2.39,4.78,17.05,31.3
404,CA-2011-155208,2011-04-16,2011-04-20,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768,2011,4,2,25.0,Yes,48.84,9.77,6.51,17.05,31.3
405,CA-2014-117933,2014-12-25,2014-12-30,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,OFF-AP-10004249,Office Supplies,Appliances,Staples,35.91,3,0.0,9.6957,2014,12,4,27.0,Yes,35.91,0.0,11.97,29.55,31.3
406,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0.0,37.7895,2014,12,4,21.0,Yes,179.95,0.0,35.99,31.58,36.4
407,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,2014,12,4,36.25,Yes,1499.97,299.99,399.99,31.58,36.4
408,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0.0,13.3035,2014,12,4,49.0,Yes,27.15,0.0,5.43,31.58,31.3
409,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527,2014,12,4,-11.25,No,1255.03,251.01,143.43,31.58,32.3
410,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0.0,4.6464,2014,12,4,48.0,Yes,9.68,0.0,9.68,31.58,31.3
411,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9,0.0,13.608,2014,12,4,48.0,Yes,28.35,0.0,3.15,31.58,31.3
412,CA-2014-117457,2014-12-09,2014-12-13,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1,0.0,27.4302,2014,12,4,49.0,Yes,55.98,0.0,55.98,31.58,31.3
